reference_number,reading_date,vendor,outdoor_temp_c,flow_temp_c,return_temp_c,dhw_actual_c,electrical_energy_kwh,thermal_energy_kwh,compressor_starts,defrost_cycles,error_code_raw,status_raw
TH-02278,2026-07-26,B,20.2,,,,14868.5,,5,0,,0
TH-02279,2026-07-26,B,20.2,,,,21138.0,,7,0,6021,0
TH-02281,2026-07-26,B,20.2,,,,4300.2,,7,0,,0
TH-02283,2026-07-26,B,20.2,,,,21394.4,,8,0,6021,0
TH-02285,2026-07-26,B,20.2,,,,12875.0,,15,0,6021,0
TH-02286,2026-07-26,B,20.2,,,,7629.7,,6,0,6021,0
TH-02287,2026-07-26,B,20.2,32.6,27.2,,18068.7,,5,0,,0
TH-02290,2026-07-26,B,20.2,,,,7370.0,,33,0,,0
TH-02292,2026-07-26,C,20.2,,,,1.68,,,0,,OK
TH-02294,2026-07-26,C,20.2,,,,1.23,,,0,,OK
TH-02296,2026-07-26,C,20.2,,,,1.91,,,0,ALM_SM_LINK,warn
TH-02298,2026-07-26,C,20.2,,,,1.59,,,0,ALM_HP_LOWFLOW,warn
TH-02299,2026-07-26,C,20.2,,,,1.67,,,0,,OK
TH-02302,2026-07-26,C,20.2,,,,1.72,,,0,,
TH-02307,2026-07-26,C,20.2,,,,0.94,,,0,,OK
TH-02308,2026-07-26,C,20.2,,,,1.24,,,0,,OK
TH-02309,2026-07-26,C,20.2,,,,1.89,,,0,,warn
TH-02314,2026-07-26,C,20.2,,,,0.87,,,0,,warn
TH-02317,2026-07-26,C,20.2,,,,1.09,,,0,,OK
TH-02322,2026-07-26,C,20.2,,,,1.33,,,0,,warn
TH-02323,2026-07-26,C,20.2,,,52.4,1.44,,,0,,
TH-02324,2026-07-26,C,20.2,,,,1.55,,,0,,
TH-02333,2026-07-26,C,20.2,,,,1.25,,,0,,warn
TH-02334,2026-07-26,C,20.2,,,,1.61,,,0,,
TH-02335,2026-07-26,C,20.2,,,,1.43,,,0,,OK
TH-02338,2026-07-26,C,20.2,,,,1.03,,,0,,warn
TH-02339,2026-07-26,C,20.2,,,,1.64,,,0,,OK
TH-02340,2026-07-26,C,20.2,,,,2.17,,,0,,warn
TH-02342,2026-07-26,C,20.2,,,,1.29,,,0,,OK
TH-02343,2026-07-26,C,20.2,31.5,,,0.82,,,0,,warn
TH-02344,2026-07-26,C,20.2,,,,1.07,,,0,,warn
TH-02345,2026-07-26,C,20.2,,,,1.01,,,0,,OK
TH-02351,2026-07-26,C,20.2,,,51.8,2.26,,,0,,OK
TH-02352,2026-07-26,C,20.2,,,,0.79,,,0,,
TH-02354,2026-07-26,C,20.2,,,,1.52,,,0,,OK
TH-02355,2026-07-26,C,20.2,,,,1.75,,,0,,
TH-02358,2026-07-26,C,20.2,,,,1.4,,,0,ALM_HP_HP_SWITCH,OK
TH-02360,2026-07-26,C,20.2,,,,1.67,,,0,,OK
TH-02361,2026-07-26,C,20.2,,,,1.56,,,0,,warn
TH-02363,2026-07-26,C,20.2,,,,2.16,,,0,,warn
TH-02366,2026-07-26,C,20.2,,,,1.62,,,0,,warn
TH-02367,2026-07-26,C,20.2,,,,2.19,,,0,,OK
TH-02371,2026-07-26,C,20.2,,,52.5,1.67,,,0,,warn
TH-02374,2026-07-26,C,20.2,,,,1.59,,,0,,OK
TH-02377,2026-07-26,C,20.2,,,,0.88,,,0,,OK
TH-02379,2026-07-26,C,20.2,,,,1.83,,,0,,warn
TH-02383,2026-07-26,C,20.2,,,,1.5,,,0,,warn
TH-02385,2026-07-26,C,20.2,,,,1.01,,,0,,
TH-02388,2026-07-26,C,20.2,,,,2.32,,,0,,
TH-02389,2026-07-26,C,20.2,,,,1.43,,,0,,warn
TH-02393,2026-07-26,C,20.2,,,,1.46,,,0,,warn
TH-02395,2026-07-26,C,20.2,,,38.2,1.86,,,0,ALM_HP_LOWFLOW,
TH-02396,2026-07-26,C,20.2,,,,1.55,,,0,,OK
TH-02397,2026-07-26,C,20.2,,,,1.41,,,0,,warn
TH-02398,2026-07-26,C,20.2,,,,1.09,,,0,ALM_HP_LOWFLOW,OK
TH-02400,2026-07-26,C,20.2,,,,1.65,,,0,,OK
th-02002,2026-07-26,A,20.2,33.3,27.6,49.9,-0.64,3.5,6,0,,OK
th-02008,2026-07-26,A,20.2,31.7,26.9,50.6,1.09,4.0,16,0,,ok
th-02035,2026-07-26,A,20.2,31.5,24.1,48.5,1.33,4.6,10,0,,OK
th-02037,2026-07-26,A,20.2,31.7,25.9,51.8,0.96,3.8,9,0,,ok
th-02040,2026-07-26,A,20.2,32.4,25.8,50.5,1.56,6.1,5,0,,ok
th-02073,2026-07-26,A,20.2,32.5,31.1,51.1,1.2,3.4,6,0,E-211,OK
th-02097,2026-07-26,A,20.2,30.9,24.8,47.9,1.04,3.3,11,0,,ok
th-02098,2026-07-26,A,20.2,33.0,26.8,52.0,1.58,5.7,13,0,,OK
th-02111,2026-07-26,A,20.2,33.0,28.4,47.9,2.18,6.8,2,0,,ok
th-02125,2026-07-26,A,20.2,33.3,26.7,51.6,1.19,4.4,10,0,,ok
th-02138,2026-07-26,A,20.2,31.4,24.8,51.6,2.0,6.4,9,0,,OK
th-02161,2026-07-26,B,20.2,,,,8331.3,,3,0,,0
th-02165,2026-07-26,B,20.2,,,,15156.1,,11,0,,0
th-02194,2026-07-26,B,20.2,,,,19055.5,,5,0,,0
th-02196,2026-07-26,B,20.2,,,,25272.3,,9,0,6021,0
th-02216,2026-07-26,B,20.2,33.1,26.6,,17214.1,,12,0,,0
th-02223,2026-07-26,B,20.2,,,,22288.0,,16,0,6021,0
th-02226,2026-07-26,B,20.2,,,,9789.3,,9,0,6021,0
th-02240,2026-07-26,B,20.2,,,,8098.9,,8,0,,0
th-02255,2026-07-26,B,20.2,,,,12973.9,,5,0,6021,0
th-02268,2026-07-26,B,20.2,,,,23872.2,,10,0,6021,0
th-02288,2026-07-26,B,20.2,,,,5473.6,,7,0,6021,0
th-02300,2026-07-26,C,20.2,,,,1.72,,,0,,warn
th-02313,2026-07-26,C,20.2,,,,1.06,,,0,,OK
th-02319,2026-07-26,C,20.2,,,,1.54,,,0,,
th-02336,2026-07-26,C,20.2,,,,1.35,,,0,,warn
th-02357,2026-07-26,C,20.2,,,,0.94,,,0,,
th-02375,2026-07-26,C,20.2,,,,1.82,,,0,,warn
th-02380,2026-07-26,C,20.2,,,,1.95,,,0,,
th-02381,2026-07-26,C,20.2,,,,2.11,,,0,,OK
 TH-02068,2026-07-27,A,16.9,32.8,25.4,46.9,1.43,5.7,12,0,,OK
 TH-02143,2026-07-27,B,16.9,,,,17966.8,,4,0,,0
 TH-02159,2026-07-27,B,16.9,,,,12124.3,,4,0,,0
 TH-02168,2026-07-27,B,16.9,,,,13698.7,,14,0,6021,0
 TH-02171,2026-07-27,B,16.9,,,,14120.4,,8,0,6021,0
 TH-02192,2026-07-27,B,16.9,,,,23436.1,,6,0,,0
 TH-02240,2026-07-27,B,16.9,,,,8100.7,,10,0,6021,0
 TH-02258,2026-07-27,B,16.9,,,,10400.4,,5,0,6021,0
 TH-02269,2026-07-27,B,16.9,,,,12442.4,,7,0,6021,0
 TH-02285,2026-07-27,B,16.9,,,,12876.3,,7,0,6021,0
 TH-02290,2026-07-27,B,16.9,,,,7371.7,,36,0,3104,2
 TH-02294,2026-07-27,C,16.9,,,,1.32,,,0,,warn
 TH-02303,2026-07-27,C,16.9,,,,1.88,,,0,,
 TH-02317,2026-07-27,C,16.9,,,,1.33,,,0,,
 TH-02341,2026-07-27,C,16.9,,,,1.55,,,0,,
 TH-02361,2026-07-27,C,16.9,,,,1.98,,,0,,OK
 TH-02371,2026-07-27,C,16.9,,,,1.62,,,0,,warn
 TH-02377,2026-07-27,C,16.9,30.8,,,1.44,,,0,,
TH-02001,2026-07-27,A,16.9,31.8,25.7,51.1,0.87,3.8,8,0,,ok
TH-02002,2026-07-27,A,16.9,33.5,27.9,49.7,1.13,4.7,9,0,,OK
TH-02004,2026-07-27,A,16.9,30.7,23.2,49.6,2.12,7.3,11,0,,ok
TH-02005,2026-07-27,A,16.9,32.2,24.8,46.9,1.05,3.6,8,0,,OK
TH-02006,2026-07-27,A,16.9,30.6,29.0,50.4,1.3,4.0,13,0,,ok
TH-02008,2026-07-27,A,16.9,30.6,25.7,47.1,1.07,4.5,9,0,,ok
TH-02009,2026-07-27,A,16.9,30.6,26.0,50.2,0.97,3.7,5,0,E-104,ok
TH-02011,2026-07-27,A,16.9,33.1,27.3,48.3,1.07,4.3,5,0,,ok
TH-02012,2026-07-27,A,16.9,31.6,26.1,49.3,1.82,7.5,5,0,,OK
TH-02015,2026-07-27,A,16.9,32.9,26.6,50.2,2.18,7.1,5,0,,ok
TH-02016,2026-07-27,A,16.9,31.8,25.1,48.9,1.17,4.5,11,0,,ok
TH-02017,2026-07-27,A,16.9,31.6,25.3,48.4,1.59,5.7,8,0,,ok
TH-02019,2026-07-27,A,16.9,32.9,26.9,48.4,2.02,6.9,10,0,,OK
TH-02021,2026-07-27,A,16.9,30.8,24.1,51.0,1.35,4.6,10,0,,OK
TH-02025,2026-07-27,A,16.9,31.0,24.1,46.6,0.97,3.3,5,0,,OK
TH-02028,2026-07-27,A,16.9,33.3,27.9,46.7,1.78,6.5,10,0,,OK
TH-02030,2026-07-27,A,16.9,31.5,26.6,47.0,1.65,7.1,10,0,,ok
TH-02031,2026-07-27,A,16.9,31.2,25.0,46.1,1.75,6.2,7,0,,OK
TH-02032,2026-07-27,A,16.9,32.9,28.0,51.5,1.35,4.6,10,0,,OK
TH-02033,2026-07-27,A,16.9,32.6,25.7,50.9,1.71,5.9,11,0,,ok
TH-02035,2026-07-27,A,16.9,30.6,25.6,52.0,2.0,7.6,14,0,,ok
TH-02038,2026-07-27,A,16.9,31.2,30.0,50.1,1.52,4.5,11,0,,OK
TH-02040,2026-07-27,A,16.9,33.1,28.2,51.2,2.19,7.6,14,0,,OK
TH-02044,2026-07-27,A,16.9,32.0,26.1,47.7,1.5,5.4,6,0,,ok
TH-02045,2026-07-27,A,16.9,30.8,25.6,52.5,0.9,3.6,9,0,,OK
TH-02046,2026-07-27,A,16.9,33.4,27.3,50.3,1.86,6.9,9,0,,OK
TH-02047,2026-07-27,A,16.9,31.8,24.3,47.7,1.4,5.6,7,0,,OK
TH-02048,2026-07-27,A,16.9,33.2,25.7,51.9,1.27,4.8,9,0,,OK
TH-02049,2026-07-27,A,16.9,33.3,26.4,50.0,1.15,4.0,8,0,,OK
TH-02050,2026-07-27,A,16.9,33.5,27.5,50.4,0.85,3.6,7,0,,ok
TH-02052,2026-07-27,A,16.9,31.4,25.2,47.8,2.15,7.6,8,0,,OK
TH-02053,2026-07-27,A,16.9,33.2,25.7,49.3,1.83,5.7,7,0,,OK
TH-02054,2026-07-27,A,16.9,33.4,26.9,49.2,1.64,7.2,13,0,E-211,ok
TH-02055,2026-07-27,A,16.9,30.6,26.0,47.1,1.71,6.6,10,0,,ok
TH-02056,2026-07-27,A,16.9,33.1,28.0,46.6,1.51,6.0,10,0,,OK
TH-02061,2026-07-27,A,16.9,32.0,26.6,48.1,1.31,5.5,11,0,,ok
TH-02062,2026-07-27,A,16.9,31.8,26.1,51.8,1.71,6.3,3,0,,ok
TH-02063,2026-07-27,A,16.9,31.0,23.8,48.1,1.76,6.1,9,0,,ok
TH-02065,2026-07-27,A,16.9,31.8,26.5,46.3,0.99,3.9,10,0,E-505,ok
TH-02071,2026-07-27,A,16.9,31.9,25.6,47.3,1.6,6.0,10,0,,OK
TH-02072,2026-07-27,A,16.9,33.1,28.1,49.2,1.66,6.8,10,0,,OK
TH-02075,2026-07-27,A,16.9,33.4,28.1,52.3,1.67,6.0,14,0,E-211,ok
TH-02076,2026-07-27,A,16.9,33.0,28.0,50.3,1.28,4.4,16,0,,ok
TH-02080,2026-07-27,A,16.9,33.3,27.1,52.7,1.63,6.6,12,0,,OK
TH-02081,2026-07-27,A,16.9,32.9,26.1,47.0,1.3,5.5,9,0,,ok
TH-02083,2026-07-27,A,16.9,33.0,28.1,48.6,1.9,7.2,6,0,,ok
TH-02084,2026-07-27,A,16.9,32.8,28.1,48.1,1.16,5.0,9,0,,OK
TH-02085,2026-07-27,A,16.9,32.1,27.0,52.9,1.31,4.2,12,0,,ok
TH-02086,2026-07-27,A,16.9,32.3,27.7,52.4,1.55,5.5,11,0,,ok
TH-02091,2026-07-27,A,16.9,32.8,31.2,52.4,1.98,4.7,6,0,,OK
TH-02093,2026-07-27,A,16.9,31.7,26.3,46.9,1.45,5.9,8,0,,OK
TH-02094,2026-07-27,A,16.9,31.6,25.5,51.2,1.17,5.1,6,0,,OK
TH-02095,2026-07-27,A,16.9,31.1,25.4,47.2,1.2,5.2,6,0,,OK
TH-02097,2026-07-27,A,16.9,32.8,27.1,52.6,1.64,7.0,11,0,,ok
TH-02098,2026-07-27,A,16.9,32.7,26.6,49.5,1.16,4.3,4,0,,ok
TH-02099,2026-07-27,A,16.9,31.8,25.1,46.5,1.6,6.9,11,0,,OK
TH-02101,2026-07-27,A,16.9,31.4,25.8,53.0,0.92,4.0,4,0,,ok
TH-02109,2026-07-27,A,16.9,32.8,26.9,48.8,1.19,4.5,9,0,,ok
TH-02111,2026-07-27,A,16.9,33.3,26.4,52.2,2.07,7.5,11,0,,ok
TH-02112,2026-07-27,A,16.9,32.5,27.4,48.7,1.02,4.4,5,0,,ok
TH-02113,2026-07-27,A,16.9,32.2,26.1,47.7,1.48,6.3,9,0,E-104,warn
TH-02114,2026-07-27,A,16.9,32.5,27.7,46.0,1.96,7.2,10,0,,ok
TH-02118,2026-07-27,A,16.9,32.3,26.9,51.1,1.54,6.2,9,0,,ok
TH-02120,2026-07-27,A,16.9,31.5,25.3,47.9,1.0,4.3,11,0,,ok
TH-02121,2026-07-27,A,16.9,32.3,25.9,51.1,1.22,4.7,8,0,,OK
TH-02122,2026-07-27,A,16.9,32.9,27.3,47.3,1.07,3.4,10,0,,OK
TH-02124,2026-07-27,A,16.9,32.6,26.3,50.0,1.68,5.5,12,0,,ok
TH-02125,2026-07-27,A,16.9,32.7,25.6,49.7,1.43,5.1,10,0,,ok
TH-02126,2026-07-27,A,16.9,32.3,26.4,52.5,1.73,7.6,12,0,,ok
TH-02127,2026-07-27,A,16.9,33.5,27.9,49.2,1.19,5.0,12,0,,OK
TH-02129,2026-07-27,A,16.9,31.2,25.9,48.1,1.23,4.4,3,0,,ok
TH-02130,2026-07-27,A,16.9,30.8,23.5,48.3,1.27,4.7,16,0,,OK
TH-02132,2026-07-27,A,16.9,33.1,32.0,52.2,2.85,6.7,10,0,E-211,warn
TH-02133,2026-07-27,A,16.9,32.6,27.8,46.4,1.33,4.5,8,0,,ok
TH-02134,2026-07-27,A,16.9,33.3,27.0,46.4,0.79,3.4,2,0,,ok
TH-02135,2026-07-27,A,16.9,30.9,24.5,48.4,1.48,5.9,7,0,,ok
TH-02136,2026-07-27,A,16.9,32.7,25.8,49.2,1.1,3.9,6,0,,OK
TH-02137,2026-07-27,A,16.9,30.7,26.1,49.5,1.65,6.3,6,0,,ok
TH-02138,2026-07-27,A,16.9,31.8,25.8,50.6,1.83,7.5,8,0,,OK
TH-02139,2026-07-27,A,16.9,30.7,24.8,50.2,2.07,7.0,9,0,,ok
TH-02140,2026-07-27,A,16.9,32.4,25.3,50.7,1.26,4.4,13,0,,ok
TH-02141,2026-07-27,B,16.9,,,,17224.1,,12,0,6021,0
TH-02144,2026-07-27,B,16.9,,,,12994.9,,11,0,6021,0
TH-02145,2026-07-27,B,16.9,,,,4863.1,,8,0,6021,0
TH-02146,2026-07-27,B,16.9,,,,24555.5,,10,0,,0
TH-02148,2026-07-27,B,16.9,,,,12953.5,,5,0,6021,0
TH-02152,2026-07-27,B,16.9,,,,22571.8,,4,0,,0
TH-02155,2026-07-27,B,16.9,,,,4538.0,,9,0,6021,0
TH-02160,2026-07-27,B,16.9,,,,14993.0,,9,0,6021,0
TH-02161,2026-07-27,B,16.9,,,,8333.0,,9,0,,0
TH-02162,2026-07-27,B,16.9,,,,14702.7,,5,0,,0
TH-02165,2026-07-27,B,16.9,,,,15157.7,,5,0,,0
TH-02166,2026-07-27,B,16.9,,,,17583.5,,8,0,,0
TH-02169,2026-07-27,B,16.9,,,,18516.2,,8,0,,0
TH-02170,2026-07-27,B,16.9,,,,11500.9,,6,0,,0
TH-02173,2026-07-27,B,16.9,,,,7006.5,,9,0,,0
TH-02175,2026-07-27,B,16.9,,,,12104.7,,11,0,6021,0
TH-02176,2026-07-27,B,16.9,,,,5467.6,,13,0,3104,2
TH-02177,2026-07-27,B,16.9,,,,12996.5,,11,0,,0
TH-02178,2026-07-27,B,16.9,,,,19555.7,,12,0,6021,0
TH-02180,2026-07-27,B,16.9,,,,11663.9,,12,0,6021,0
TH-02181,2026-07-27,B,16.9,,,,18796.1,,5,0,,0
TH-02182,2026-07-27,B,16.9,,,,21011.6,,38,0,,0
TH-02184,2026-07-27,B,16.9,,,,20341.4,,9,0,6021,0
TH-02185,2026-07-27,B,16.9,,,,25277.2,,10,0,,0
TH-02187,2026-07-27,B,16.9,,,,13671.6,,9,0,,0
TH-02188,2026-07-27,B,16.9,,,,24543.3,,7,0,6021,0
TH-02189,2026-07-27,B,16.9,,,,19410.2,,6,0,6021,0
TH-02190,2026-07-27,B,16.9,,,,24725.3,,8,0,,0
TH-02194,2026-07-27,B,16.9,,,,19056.7,,8,0,6021,0
TH-02195,2026-07-27,B,16.9,,,,14885.5,,41,0,,0
TH-02202,2026-07-27,B,16.9,,,,13871.5,,11,0,,0
TH-02204,2026-07-27,B,16.9,,,,5233.1,,3,0,6021,0
TH-02206,2026-07-27,B,16.9,,,,17449.9,,7,0,,0
TH-02207,2026-07-27,B,16.9,,,,13727.1,,9,0,,0
TH-02213,2026-07-27,B,16.9,,,,9374.2,,11,0,,0
TH-02214,2026-07-27,B,16.9,32.4,25.8,,9178.2,,6,0,,0
TH-02216,2026-07-27,B,16.9,,,,17216.4,,12,0,6021,0
TH-02221,2026-07-27,B,16.9,,,,16249.4,,46,0,,0
TH-02223,2026-07-27,B,16.9,,,,22289.6,,12,0,6021,0
TH-02224,2026-07-27,B,16.9,,,,8801.1,,12,0,6021,0
TH-02226,2026-07-27,B,16.9,,,,9790.2,,11,0,6021,0
TH-02228,2026-07-27,B,16.9,,,,23980.0,,13,0,6021,0
TH-02230,2026-07-27,B,16.9,,,,25675.7,,6,0,,0
TH-02231,2026-07-27,B,16.9,,,,7626.8,,9,0,6021,0
TH-02234,2026-07-27,B,16.9,32.6,26.4,,13340.6,,10,0,6021,0
TH-02235,2026-07-27,B,16.9,,,,22729.6,,16,0,,0
TH-02236,2026-07-27,B,16.9,,,,4283.5,,7,0,,0
TH-02238,2026-07-27,B,16.9,,,,7824.0,,10,0,6021,0
TH-02242,2026-07-27,B,16.9,,,,14390.8,,9,0,,0
TH-02243,2026-07-27,B,16.9,,,,11727.6,,7,0,,0
TH-02244,2026-07-27,B,16.9,,,,16923.2,,9,0,6021,0
TH-02246,2026-07-27,B,16.9,,,,15995.4,,6,0,,0
TH-02247,2026-07-27,B,16.9,,,,5529.7,,5,0,,0
TH-02248,2026-07-27,B,16.9,,,,23333.4,,11,0,6021,0
TH-02249,2026-07-27,B,16.9,,,,6943.7,,3,0,,0
TH-02255,2026-07-27,B,16.9,,,,12975.0,,9,0,,0
TH-02256,2026-07-27,B,16.9,,,,7899.5,,9,0,,0
TH-02257,2026-07-27,B,16.9,,,,21327.8,,10,0,,0
TH-02260,2026-07-27,B,16.9,,,,7386.0,,8,0,6021,0
TH-02262,2026-07-27,B,16.9,,,,9226.3,,6,0,6021,0
TH-02265,2026-07-27,B,16.9,,,,22645.0,,36,0,3104,2
TH-02266,2026-07-27,B,16.9,,,,16163.1,,12,0,,0
TH-02267,2026-07-27,B,16.9,,,,11585.8,,8,0,,0
TH-02268,2026-07-27,B,16.9,,,,23874.3,,10,0,,0
TH-02272,2026-07-27,B,16.9,,,,24899.5,,8,0,6021,0
TH-02273,2026-07-27,B,16.9,,,,19854.9,,6,0,6021,0
TH-02275,2026-07-27,B,16.9,,,,12389.1,,3,0,6021,0
TH-02277,2026-07-27,B,16.9,,,,17929.4,,8,0,6021,0
TH-02278,2026-07-27,B,16.9,,,,14869.7,,8,0,,0
TH-02279,2026-07-27,B,16.9,,,,21139.7,,12,0,6021,0
TH-02281,2026-07-27,B,16.9,,,,4302.3,,12,0,6021,0
TH-02283,2026-07-27,B,16.9,,,,21396.1,,5,0,7702,2
TH-02286,2026-07-27,B,16.9,,,,7631.9,,10,0,3104,2
TH-02287,2026-07-27,B,16.9,,,,18069.9,,11,0,,0
TH-02288,2026-07-27,B,16.9,,,,5475.3,,8,0,6021,0
TH-02296,2026-07-27,C,16.9,,,,1.46,,,0,,warn
TH-02297,2026-07-27,C,16.9,32.6,,,1.9,,,0,,
TH-02298,2026-07-27,C,16.9,,,,1.5,,,0,ALM_HP_LOWFLOW,
TH-02299,2026-07-27,C,16.9,,,,0.98,,,0,,warn
TH-02300,2026-07-27,C,16.9,,,,1.91,,,0,,warn
TH-02302,2026-07-27,C,16.9,,,,1.44,,,0,,warn
TH-02307,2026-07-27,C,16.9,,,,1.46,,,0,ALM_SM_LINK,warn
TH-02308,2026-07-27,C,16.9,,,,1.72,,,0,,OK
TH-02309,2026-07-27,C,16.9,,,,1.83,,,0,,warn
TH-02311,2026-07-27,C,16.9,,,,1.86,,,0,,warn
TH-02313,2026-07-27,C,16.9,,,,2.02,,,0,,warn
TH-02314,2026-07-27,C,16.9,,,,2.11,,,0,,
TH-02319,2026-07-27,C,16.9,,,,0.97,,,0,,
TH-02322,2026-07-27,C,16.9,31.8,,,1.35,,,0,,
TH-02323,2026-07-27,C,16.9,,,,1.37,,,0,,warn
TH-02331,2026-07-27,C,16.9,,,,1.76,,,0,ALM_SM_LINK,warn
TH-02333,2026-07-27,C,16.9,,,,1.18,,,0,,OK
TH-02334,2026-07-27,C,16.9,,,,1.35,,,0,,
TH-02335,2026-07-27,C,16.9,,,,1.02,,,0,,warn
TH-02336,2026-07-27,C,16.9,,,,1.88,,,0,,OK
TH-02337,2026-07-27,C,16.9,,,,1.71,,,0,,OK
TH-02338,2026-07-27,C,16.9,,,,2.08,,,0,,OK
TH-02339,2026-07-27,C,16.9,,,,2.17,,,0,,warn
TH-02340,2026-07-27,C,16.9,,,,1.88,,,0,,
TH-02342,2026-07-27,C,16.9,,,47.0,2.16,,,0,,OK
TH-02343,2026-07-27,C,16.9,,,,1.03,,,0,,warn
TH-02346,2026-07-27,C,16.9,,,,1.66,,,0,,warn
TH-02347,2026-07-27,C,16.9,,,,1.1,,,0,,warn
TH-02348,2026-07-27,C,16.9,,,,1.42,,,0,,
TH-02351,2026-07-27,C,16.9,,,,2.26,,,0,,OK
TH-02352,2026-07-27,C,16.9,,,,1.14,,,0,,warn
TH-02354,2026-07-27,C,16.9,,,,1.23,,,0,,OK
TH-02355,2026-07-27,C,16.9,,,,1.79,,,0,,
TH-02357,2026-07-27,C,16.9,33.4,,,1.38,,,0,ALM_HP_HP_SWITCH,OK
TH-02358,2026-07-27,C,16.9,,,,1.1,,,0,,
TH-02359,2026-07-27,C,16.9,,,,1.43,,,0,,warn
TH-02360,2026-07-27,C,16.9,,,,0.84,,,0,,OK
TH-02365,2026-07-27,C,16.9,,,,1.58,,,0,,OK
TH-02366,2026-07-27,C,16.9,,,,1.57,,,0,,OK
TH-02367,2026-07-27,C,16.9,,,,1.28,,,0,,warn
TH-02374,2026-07-27,C,16.9,,,,1.2,,,0,,warn
TH-02375,2026-07-27,C,16.9,,,,0.84,,,0,,warn
TH-02379,2026-07-27,C,16.9,,,,1.9,,,0,,
TH-02380,2026-07-27,C,16.9,,,,1.85,,,0,,OK
TH-02381,2026-07-27,C,16.9,,,,1.12,,,0,,warn
TH-02383,2026-07-27,C,16.9,,,,1.71,,,0,,OK
TH-02384,2026-07-27,C,16.9,,,,1.31,,,0,,OK
TH-02385,2026-07-27,C,16.9,,,,1.07,,,0,,
TH-02387,2026-07-27,C,16.9,,,,1.39,,,0,,
TH-02388,2026-07-27,C,16.9,,,51.4,1.22,,,0,,OK
TH-02389,2026-07-27,C,16.9,,,47.2,1.66,,,0,,
TH-02393,2026-07-27,C,16.9,,,,1.41,,,0,,warn
TH-02395,2026-07-27,C,16.9,,,,0.98,,,0,ALM_HP_LOWFLOW,
TH-02396,2026-07-27,C,16.9,,,,2.03,,,0,,
TH-02397,2026-07-27,C,16.9,,,,1.44,,,0,,warn
TH-02399,2026-07-27,C,16.9,,,,1.77,,,0,,
TH-02400,2026-07-27,C,16.9,,,,1.24,,,0,,
TH-90000,2026-07-27,C,16.9,,,,12.15,,,0,,OK
TH-90001,2026-07-27,C,16.9,,,,8.24,,,0,,OK
TH-90002,2026-07-27,C,16.9,,,,3.58,,,0,,OK
TH-90003,2026-07-27,C,16.9,,,,3.56,,,0,,OK
TH-90004,2026-07-27,C,16.9,,,,10.82,,,0,,OK
th-02007,2026-07-27,A,16.9,31.4,30.1,48.4,2.09,5.7,6,0,,OK
th-02020,2026-07-27,A,16.9,31.8,27.1,46.6,1.26,4.6,11,0,,OK
th-02034,2026-07-27,A,16.9,33.0,26.9,48.6,1.13,4.1,10,0,,OK
th-02036,2026-07-27,A,16.9,32.1,27.5,50.9,1.12,3.9,3,0,,OK
th-02037,2026-07-27,A,16.9,31.1,26.1,48.0,2.09,6.8,8,0,,OK
th-02051,2026-07-27,A,16.9,32.4,26.0,52.0,1.74,6.9,10,0,,OK
th-02073,2026-07-27,A,16.9,32.1,30.5,52.8,1.94,6.1,11,0,,ok
th-02074,2026-07-27,A,16.9,33.1,26.1,52.4,1.41,6.0,5,0,,ok
th-02077,2026-07-27,A,16.9,32.9,26.6,46.0,0.84,3.5,11,0,,ok
th-02078,2026-07-27,A,16.9,32.9,27.0,52.5,1.83,6.7,9,0,,ok
th-02087,2026-07-27,A,16.9,32.8,26.6,52.1,0.99,3.6,8,0,,OK
th-02100,2026-07-27,A,16.9,30.9,25.4,49.6,2.15,7.1,17,0,,ok
th-02103,2026-07-27,A,16.9,33.3,26.9,48.9,1.69,7.2,6,0,,OK
th-02153,2026-07-27,B,16.9,,,,19078.8,,7,0,,0
th-02158,2026-07-27,B,16.9,,,,7125.8,,10,0,,0
th-02239,2026-07-27,B,16.9,,,,17261.2,,8,0,,0
th-02245,2026-07-27,B,16.9,,,,14983.4,,7,0,6021,0
th-02250,2026-07-27,B,16.9,,,,11229.4,,6,0,,0
th-02259,2026-07-27,B,16.9,,,,12330.9,,12,0,7702,2
th-02270,2026-07-27,B,16.9,,,,21984.2,,6,0,,0
th-02271,2026-07-27,B,16.9,,,,4992.9,,9,0,,0
th-02292,2026-07-27,C,16.9,,,,1.92,,,0,ALM_HP_HP_SWITCH,OK
th-02312,2026-07-27,C,16.9,,,,1.84,,,0,ALM_HP_LOWFLOW,OK
th-02316,2026-07-27,C,16.9,,,,2.24,,,0,,warn
th-02324,2026-07-27,C,16.9,,,,2.05,,,0,,warn
th-02345,2026-07-27,C,16.9,,,,1.01,,,0,,OK
th-02363,2026-07-27,C,16.9,,,,1.08,,,0,,warn
th-02398,2026-07-27,C,16.9,,,,2.09,,,0,ALM_HP_LOWFLOW,OK
 TH-02009,2026-07-28,A,20.5,31.3,26.4,47.7,1.21,4.3,6,0,,OK
 TH-02020,2026-07-28,A,20.5,31.7,26.6,50.7,1.43,4.9,10,0,,ok
 TH-02051,2026-07-28,A,20.5,32.2,26.6,48.4,1.37,5.7,8,0,,ok
 TH-02074,2026-07-28,A,20.5,31.2,25.6,52.2,1.24,4.5,3,0,,ok
 TH-02076,2026-07-28,A,20.5,31.6,24.4,50.3,1.42,5.6,11,0,,OK
